measurementID,version,lang,startTime,uuid,newcontainer,vmuptime,platform,containerID,functionName,functionMemory,functionRegion,vmID,linuxVersion,totalMemory,freeMemory,pageFaults,cpuType,cpuModel,cpuUsr,cpuNice,cpuKrn,cpuIdle,cpuIowait,cpuIrq,cpuSoftIrq,vmcpusteal,contextSwitches,frameworkRuntime,runtime,endTime,network_rx_bytes.lo,network_rx_bytes.vtarget_1,network_rx_bytes.vinternal_1,network_rx_bytes.telemetry1_sb
26,0.5,python,1638818055415,575ee1a4-0374-43d6-b8cc-a08e37f8a4ca,0,1638812919,AWS Lambda,2021/12/06/[$LATEST]ca3bd65f46f045169b7ea07394ab2f13,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.63.109 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2397644,299759,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1355,0,266,1025342,108,0,3,117,51714,38,38,1638818055453,30680,0,58189043,180
27,0.5,python,1638818056454,575ee1a4-0374-43d6-b8cc-a08e37f8a4ca,0,1638812919,AWS Lambda,2021/12/06/[$LATEST]ca3bd65f46f045169b7ea07394ab2f13,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.63.109 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2397892,303648,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1431,0,270,1025477,108,0,3,117,51931,87,87,1638818056541,30680,0,61116257,180
28,0.5,python,1638818057543,575ee1a4-0374-43d6-b8cc-a08e37f8a4ca,0,1638812919,AWS Lambda,2021/12/06/[$LATEST]ca3bd65f46f045169b7ea07394ab2f13,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.63.109 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2397848,307533,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1492,0,273,1025621,108,0,3,117,52168,37,37,1638818057580,30680,0,61116389,180
29,0.5,python,1638818058581,575ee1a4-0374-43d6-b8cc-a08e37f8a4ca,0,1638812919,AWS Lambda,2021/12/06/[$LATEST]ca3bd65f46f045169b7ea07394ab2f13,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.63.109 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2397644,311386,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1493,0,275,1025824,108,0,3,117,52453,38,38,1638818058619,30784,0,67245311,180
30,0.5,python,1638818059621,575ee1a4-0374-43d6-b8cc-a08e37f8a4ca,0,1638812919,AWS Lambda,2021/12/06/[$LATEST]ca3bd65f46f045169b7ea07394ab2f13,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.63.109 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2399000,315249,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1548,0,277,1025985,108,0,3,117,52753,99,100,1638818059721,30784,0,72367513,180
31,0.5,python,1638818060722,575ee1a4-0374-43d6-b8cc-a08e37f8a4ca,0,1638812919,AWS Lambda,2021/12/06/[$LATEST]ca3bd65f46f045169b7ea07394ab2f13,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.63.109 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2397308,319116,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1626,0,282,1026111,108,0,3,117,52994,37,37,1638818060759,30784,0,72367645,180
32,0.5,python,1638818061760,575ee1a4-0374-43d6-b8cc-a08e37f8a4ca,0,1638812919,AWS Lambda,2021/12/06/[$LATEST]ca3bd65f46f045169b7ea07394ab2f13,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.63.109 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2397456,322997,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1627,0,285,1026314,108,0,3,117,53331,39,39,1638818061799,30784,0,78556599,180
33,0.5,python,1638818062802,575ee1a4-0374-43d6-b8cc-a08e37f8a4ca,0,1638812919,AWS Lambda,2021/12/06/[$LATEST]ca3bd65f46f045169b7ea07394ab2f13,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.63.109 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2398796,326866,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1690,0,289,1026465,108,0,4,117,53584,103,103,1638818062905,30784,0,83594991,180
34,0.5,python,1638818063906,575ee1a4-0374-43d6-b8cc-a08e37f8a4ca,0,1638812919,AWS Lambda,2021/12/06/[$LATEST]ca3bd65f46f045169b7ea07394ab2f13,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.63.109 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2397392,330747,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1762,0,292,1026599,108,0,4,117,53804,35,35,1638818063941,30784,0,83595189,180
35,0.5,python,1638818064942,575ee1a4-0374-43d6-b8cc-a08e37f8a4ca,0,1638812919,AWS Lambda,2021/12/06/[$LATEST]ca3bd65f46f045169b7ea07394ab2f13,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.63.109 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2397484,334614,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1762,0,297,1026801,108,0,4,118,54252,38,38,1638818064980,30784,0,91779727,180
36,0.5,python,1638818065981,575ee1a4-0374-43d6-b8cc-a08e37f8a4ca,0,1638812919,AWS Lambda,2021/12/06/[$LATEST]ca3bd65f46f045169b7ea07394ab2f13,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.63.109 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2397248,338513,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1817,0,300,1026957,108,0,4,118,54511,84,84,1638818066065,30784,0,94958521,180
37,0.5,python,1638818067066,575ee1a4-0374-43d6-b8cc-a08e37f8a4ca,0,1638812919,AWS Lambda,2021/12/06/[$LATEST]ca3bd65f46f045169b7ea07394ab2f13,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.63.109 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2397076,342385,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1898,0,304,1027082,108,0,4,118,54737,34,35,1638818067101,30784,0,94958653,180
38,0.5,python,1638818068102,575ee1a4-0374-43d6-b8cc-a08e37f8a4ca,0,1638812919,AWS Lambda,2021/12/06/[$LATEST]ca3bd65f46f045169b7ea07394ab2f13,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.63.109 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2396868,346308,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1916,0,308,1027273,108,0,4,118,55058,82,82,1638818068184,30784,0,97794961,180
0,0.5,python,1638818028004,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,1,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2684368,135024,Intel(R) Xeon(R) Processor @ 2.50GHz,63,148,0,137,830250,106,0,3,103,41070,105,105,1638818028109,31036,0,282,90
1,0.5,python,1638818029111,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2591076,156707,Intel(R) Xeon(R) Processor @ 2.50GHz,63,195,0,152,830372,115,0,4,126,42119,42,42,1638818029153,31036,0,739,90
2,0.5,python,1638818030154,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2589964,160690,Intel(R) Xeon(R) Processor @ 2.50GHz,63,196,0,157,830575,116,0,5,131,42452,62,62,1638818030216,31036,0,2990,90
3,0.5,python,1638818031217,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2587220,165074,Intel(R) Xeon(R) Processor @ 2.50GHz,63,198,0,161,830774,116,0,5,132,42729,41,42,1638818031259,31036,0,53563,90
4,0.5,python,1638818032260,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2534272,181726,Intel(R) Xeon(R) Processor @ 2.50GHz,63,238,0,172,830935,121,0,5,139,43183,99,99,1638818032359,31036,0,1295264,90
5,0.5,python,1638818033360,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2505100,192531,Intel(R) Xeon(R) Processor @ 2.50GHz,63,330,0,182,831043,123,0,5,143,43414,87,87,1638818033447,31036,0,1295264,90
6,0.5,python,1638818034448,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2457848,207243,Intel(R) Xeon(R) Processor @ 2.50GHz,63,422,0,194,831157,123,0,5,144,43739,97,97,1638818034545,31036,0,1295306,90
7,0.5,python,1638818035546,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2430404,217899,Intel(R) Xeon(R) Processor @ 2.50GHz,63,519,0,201,831262,123,0,5,155,43917,103,104,1638818035650,31036,0,1295306,90
8,0.5,python,1638818036651,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2430272,221778,Intel(R) Xeon(R) Processor @ 2.50GHz,63,619,0,205,831373,123,0,5,157,44091,75,75,1638818036726,31036,0,1295306,90
9,0.5,python,1638818037727,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2425092,226469,Intel(R) Xeon(R) Processor @ 2.50GHz,63,719,0,209,831482,123,0,5,157,44394,79,79,1638818037806,31036,0,1295306,90
10,0.5,python,1638818038807,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2418380,231867,Intel(R) Xeon(R) Processor @ 2.50GHz,63,797,0,213,831606,123,0,5,158,44577,36,36,1638818038843,31036,0,1295438,90
11,0.5,python,1638818039844,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2416416,236348,Intel(R) Xeon(R) Processor @ 2.50GHz,63,801,0,216,831811,123,0,5,158,44812,79,80,1638818039924,31036,0,3792902,90
12,0.5,python,1638818040925,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2415652,240213,Intel(R) Xeon(R) Processor @ 2.50GHz,63,832,0,219,831986,123,0,5,158,45033,38,38,1638818040963,31036,0,3793286,90
13,0.5,python,1638818041964,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2415388,244082,Intel(R) Xeon(R) Processor @ 2.50GHz,63,832,0,223,832189,123,0,5,158,45255,35,35,1638818041999,31036,0,3794865,90
14,0.5,python,1638818043000,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2415620,247945,Intel(R) Xeon(R) Processor @ 2.50GHz,63,834,0,226,832392,123,0,6,159,45499,33,33,1638818043033,31036,0,3904401,90
15,0.5,python,1638818044034,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2414620,252658,Intel(R) Xeon(R) Processor @ 2.50GHz,63,840,0,229,832589,123,0,7,159,45753,35,35,1638818044069,31140,0,7510912,90
16,0.5,python,1638818045070,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2400856,260154,Intel(R) Xeon(R) Processor @ 2.50GHz,63,846,0,233,832792,123,0,7,159,46000,89,89,1638818045159,31140,0,22400483,90
17,0.5,python,1638818046160,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2401568,264023,Intel(R) Xeon(R) Processor @ 2.50GHz,63,953,0,236,832902,123,0,7,159,46178,99,99,1638818046259,31140,0,22400483,90
18,0.5,python,1638818047260,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2401568,267905,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1056,0,240,833010,123,0,7,159,46373,80,80,1638818047340,31140,0,22400483,90
19,0.5,python,1638818048341,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2400072,271768,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1065,0,244,833206,123,0,7,159,46646,38,38,1638818048379,31140,0,22402585,90
20,0.5,python,1638818049380,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2400236,275633,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1066,0,247,833409,123,0,7,159,46872,38,38,1638818049418,31140,0,22629485,90
21,0.5,python,1638818050419,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2400236,282395,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1087,0,251,833591,123,0,7,160,47114,39,39,1638818050458,31140,0,23866112,90
22,0.5,python,1638818051459,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2400236,286237,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1087,0,254,833793,123,0,7,160,47353,39,39,1638818051498,31140,0,26945338,90
23,0.5,python,1638818052499,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2400112,290103,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1087,0,258,833997,123,0,7,161,47603,40,40,1638818052539,31140,0,32047201,90
24,0.5,python,1638818053540,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2400220,293967,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1087,0,261,834200,123,0,7,161,47764,40,40,1638818053580,31140,0,32243077,90
25,0.5,python,1638818054581,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2400096,297825,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1088,0,265,834404,123,0,7,161,47945,37,38,1638818054619,31140,0,34131384,90
26,0.5,python,1638818055620,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2399724,301797,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1089,0,268,834606,123,0,7,161,48166,32,32,1638818055652,31140,0,42507784,90
27,0.5,python,1638818056654,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2398732,306091,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1170,0,271,834736,123,0,7,162,48336,86,86,1638818056740,31140,0,44270850,90
28,0.5,python,1638818057741,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2399244,309950,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1274,0,274,834843,123,0,7,162,48492,80,81,1638818057822,31140,0,44270850,90
29,0.5,python,1638818058823,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2397956,313838,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1346,0,276,834978,123,0,7,162,48654,35,36,1638818058859,31244,0,44271048,90
30,0.5,python,1638818059860,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2398100,317696,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1346,0,279,835181,123,0,7,162,48797,38,38,1638818059898,31244,0,44536560,90
31,0.5,python,1638818060899,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2398172,321581,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1347,0,283,835385,123,0,7,163,49018,39,39,1638818060938,31244,0,48465961,90
32,0.5,python,1638818061940,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2397948,325451,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1349,0,286,835588,123,0,7,163,49225,38,38,1638818061978,31244,0,54761913,90
33,0.5,python,1638818062979,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2398056,329323,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1349,0,290,835791,123,0,7,163,49507,39,39,1638818063018,31244,0,58780535,90
34,0.5,python,1638818064019,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2398072,333201,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1350,0,296,835994,123,0,7,164,49674,41,41,1638818064060,31244,0,60852271,90
35,0.5,python,1638818065061,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2397924,337059,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1351,0,298,836198,123,0,7,164,49864,40,40,1638818065101,31244,0,64564208,90
36,0.5,python,1638818066102,0aaeb09e-6f41-46e6-a864-d8f77fc95b69,0,1638813874,AWS Lambda,2021/12/06/[$LATEST]14f73ac2f0df4688b222e764ada9242a,root_lambda,1769,us-east-1,,Linux 169.254.195.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2398668,340907,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1449,0,302,836311,123,0,7,165,50042,96,97,1638818066199,31244,0,64629406,90
