measurementID,version,lang,startTime,uuid,newcontainer,vmuptime,platform,containerID,functionName,functionMemory,functionRegion,vmID,linuxVersion,totalMemory,freeMemory,pageFaults,cpuType,cpuModel,cpuUsr,cpuNice,cpuKrn,cpuIdle,cpuIowait,cpuIrq,cpuSoftIrq,vmcpusteal,contextSwitches,frameworkRuntime,runtime,endTime,network_rx_bytes.lo,network_rx_bytes.vtarget_1,network_rx_bytes.vinternal_1,network_rx_bytes.telemetry1_sb
25,0.5,python,1638818054214,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407960,290338,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1335,0,256,297675,37,0,8,87,37422,88,88,1638818054302,30912,0,54737876,180
26,0.5,python,1638818055304,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2408344,294250,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1439,0,259,297783,37,0,8,88,37598,80,80,1638818055384,30912,0,54737876,180
27,0.5,python,1638818056390,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407724,298161,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1440,0,264,297990,37,0,8,92,37832,71,71,1638818056461,30912,0,61002060,180
28,0.5,python,1638818057462,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407728,302056,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1517,0,268,298123,37,0,8,92,38036,92,92,1638818057554,30912,0,63439121,180
29,0.5,python,1638818058555,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407460,305954,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1546,0,272,298300,37,0,8,93,38334,38,38,1638818058593,31016,0,63441014,180
30,0.5,python,1638818059595,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407428,309895,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1546,0,276,298503,37,0,9,93,38655,38,38,1638818059633,31016,0,63550630,180
31,0.5,python,1638818060635,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407432,316278,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1564,0,282,298687,37,0,9,93,39031,39,39,1638818060674,31016,0,65288643,180
32,0.5,python,1638818061675,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407244,320196,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1565,0,285,298888,37,0,9,98,39484,37,37,1638818061712,31016,0,72612541,180
33,0.5,python,1638818062713,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407052,324125,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1607,0,288,299056,37,0,9,98,39903,82,82,1638818062795,31016,0,76637728,180
34,0.5,python,1638818063796,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2408320,328013,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1712,0,291,299165,37,0,9,99,40127,96,97,1638818063893,31016,0,76637728,180
35,0.5,python,1638818064894,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407476,331899,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1713,0,295,299369,37,0,9,100,40622,40,41,1638818064935,31016,0,80110764,180
36,0.5,python,1638818065936,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2408692,335794,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1754,0,299,299542,37,0,10,100,41122,98,98,1638818066034,31016,0,88498763,180
37,0.5,python,1638818067035,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407672,339707,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1860,0,302,299651,37,0,10,100,41347,97,97,1638818067132,31016,0,88498805,180
38,0.5,python,1638818068134,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407336,343635,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1861,0,306,299855,37,0,10,103,41898,43,43,1638818068177,31016,0,93507343,180
0,0.5,python,1638818027472,009adcf3-a717-492f-a7ff-186f557bc668,1,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2682636,134729,Intel(R) Xeon(R) Processor @ 2.50GHz,63,121,0,114,397868,77,0,1,46,31428,96,96,1638818027568,30576,0,282,90
1,0.5,python,1638818028569,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2591368,156043,Intel(R) Xeon(R) Processor @ 2.50GHz,63,163,0,129,398017,78,0,1,47,32472,33,33,1638818028602,30576,0,1062,90
2,0.5,python,1638818029603,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2588612,160101,Intel(R) Xeon(R) Processor @ 2.50GHz,63,165,0,132,398219,78,0,2,47,32861,36,37,1638818029640,30576,0,3191,90
3,0.5,python,1638818030641,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2584916,164553,Intel(R) Xeon(R) Processor @ 2.50GHz,63,167,0,137,398419,78,0,2,47,33183,36,36,1638818030677,30576,0,229563,90
4,0.5,python,1638818031678,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2511864,185790,Intel(R) Xeon(R) Processor @ 2.50GHz,63,232,0,150,398550,82,0,3,47,33777,91,91,1638818031769,30576,0,1320172,90
5,0.5,python,1638818032770,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2479220,196605,Intel(R) Xeon(R) Processor @ 2.50GHz,63,330,0,158,398658,82,0,3,47,34137,80,80,1638818032850,30576,0,1320172,90
6,0.5,python,1638818033851,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2428016,213315,Intel(R) Xeon(R) Processor @ 2.50GHz,63,426,0,169,398766,82,0,3,47,34321,81,81,1638818033932,30576,0,1320214,90
7,0.5,python,1638818034934,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2428960,217155,Intel(R) Xeon(R) Processor @ 2.50GHz,63,523,0,172,398884,82,0,3,48,34494,81,81,1638818035015,30576,0,1320214,90
8,0.5,python,1638818036017,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2428404,221019,Intel(R) Xeon(R) Processor @ 2.50GHz,63,626,0,174,398994,82,0,3,48,34683,79,79,1638818036096,30576,0,1320214,90
9,0.5,python,1638818037097,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2419840,227036,Intel(R) Xeon(R) Processor @ 2.50GHz,63,731,0,178,399101,82,0,3,48,34916,93,93,1638818037190,30576,0,1320214,90
10,0.5,python,1638818038191,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2418544,231083,Intel(R) Xeon(R) Processor @ 2.50GHz,63,748,0,180,399290,82,0,3,48,35113,32,32,1638818038223,30576,0,1879294,90
11,0.5,python,1638818039224,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2410764,236763,Intel(R) Xeon(R) Processor @ 2.50GHz,63,748,0,184,399491,82,0,4,48,35393,34,34,1638818039258,30576,0,9525822,90
12,0.5,python,1638818040259,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2408592,241226,Intel(R) Xeon(R) Processor @ 2.50GHz,63,841,0,187,399611,82,0,4,48,35610,79,79,1638818040338,30576,0,11975296,90
13,0.5,python,1638818041339,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2408112,245071,Intel(R) Xeon(R) Processor @ 2.50GHz,63,875,0,190,399780,82,0,4,48,35881,34,34,1638818041373,30576,0,13019200,90
14,0.5,python,1638818042374,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407872,248982,Intel(R) Xeon(R) Processor @ 2.50GHz,63,909,0,194,399954,82,0,5,48,36216,79,80,1638818042454,30576,0,22826386,90
15,0.5,python,1638818043455,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407988,252816,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1005,0,197,400064,82,0,5,48,36398,34,34,1638818043489,30680,0,22826386,90
16,0.5,python,1638818044490,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407724,256667,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1017,0,201,400262,82,0,5,48,36697,80,80,1638818044570,30680,0,30261564,90
17,0.5,python,1638818045571,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407940,260527,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1095,0,203,400390,82,0,5,49,36943,37,38,1638818045609,30680,0,30262911,90
18,0.5,python,1638818046610,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407940,264374,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1097,0,206,400592,82,0,5,49,37187,32,32,1638818046642,30680,0,30269778,90
19,0.5,python,1638818047644,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407124,268705,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1105,0,209,400796,82,0,5,49,37494,90,90,1638818047734,30680,0,32202528,90
20,0.5,python,1638818048736,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407920,276058,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1123,0,213,400979,82,0,5,49,37769,36,37,1638818048773,30680,0,36372314,90
21,0.5,python,1638818049774,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2408188,279888,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1124,0,216,401182,82,0,5,49,38027,43,43,1638818049817,30680,0,42396591,90
22,0.5,python,1638818050818,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2408296,283726,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1221,0,220,401299,82,0,5,49,38213,91,92,1638818050910,30680,0,42890603,90
23,0.5,python,1638818051911,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407684,287538,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1252,0,223,401473,82,0,5,49,38407,31,31,1638818051942,30680,0,43299281,90
24,0.5,python,1638818052944,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407720,291379,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1253,0,227,401674,82,0,6,49,38856,34,35,1638818052979,30680,0,51073022,90
25,0.5,python,1638818053980,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2408028,295233,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1324,0,230,401814,82,0,6,49,39049,75,75,1638818054055,30680,0,53721096,90
26,0.5,python,1638818055055,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407844,299077,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1385,0,233,401955,82,0,6,50,39233,38,38,1638818055093,30680,0,53721228,90
27,0.5,python,1638818056095,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407640,302915,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1386,0,237,402158,82,0,7,50,39510,34,34,1638818056129,30680,0,59902437,90
28,0.5,python,1638818057130,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2408880,306772,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1439,0,241,402315,82,0,7,50,39787,79,79,1638818057209,30680,0,64594163,90
29,0.5,python,1638818058210,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407392,310603,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1515,0,244,402443,82,0,7,50,39949,33,33,1638818058243,30784,0,64594427,90
30,0.5,python,1638818059244,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407616,314446,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1516,0,246,402645,82,0,7,50,40309,34,34,1638818059278,30784,0,70787428,90
31,0.5,python,1638818060279,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407864,318293,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1553,0,250,402821,82,0,7,50,40594,93,93,1638818060372,30784,0,75362878,90
32,0.5,python,1638818061373,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407616,322153,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1647,0,252,402932,82,0,7,50,40768,35,35,1638818061408,30784,0,75362878,90
33,0.5,python,1638818062409,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407708,325995,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1649,0,255,403134,82,0,7,50,41166,32,32,1638818062441,30784,0,79538130,90
34,0.5,python,1638818063442,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407820,329859,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1666,0,258,403325,82,0,7,50,41444,72,73,1638818063515,30784,0,86247857,90
35,0.5,python,1638818064515,009adcf3-a717-492f-a7ff-186f557bc668,0,1638816036,AWS Lambda,2021/12/06/[$LATEST]b348e446ee9c42b6a2975bfe92a39854,root_lambda,1769,us-east-1,,Linux 169.254.134.61 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2408384,333741,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1771,0,260,403434,82,0,7,50,41628,80,80,1638818064595,30784,0,86247857,90
0,0.5,python,1638818028230,dbfbad80-a129-49cc-bb60-08684dd2e162,1,1638814483,AWS Lambda,2021/12/06/[$LATEST]6419f4976a914cbfb39faf7092581c86,root_lambda,1769,us-east-1,,Linux 169.254.209.149 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2680560,135633,Intel(R) Xeon(R) Processor @ 2.50GHz,63,150,0,160,708573,42,0,1,75,38672,104,104,1638818028334,30576,0,282,90
