measurementID,version,lang,startTime,uuid,newcontainer,vmuptime,platform,containerID,functionName,functionMemory,functionRegion,vmID,linuxVersion,totalMemory,freeMemory,pageFaults,cpuType,cpuModel,cpuUsr,cpuNice,cpuKrn,cpuIdle,cpuIowait,cpuIrq,cpuSoftIrq,vmcpusteal,contextSwitches,frameworkRuntime,runtime,endTime,network_rx_bytes.vinternal_1,network_rx_bytes.lo,network_rx_bytes.telemetry1_sb,network_rx_bytes.vtarget_1
25,0.5,python,1639134888482,eb00cce4-3130-48c0-8cfd-3653abd4009b,0,1639133179,AWS Lambda,2021/12/10/[$LATEST]0af68f234c484326be1b5fcb0401e807,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.2.53 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2330768,965933,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11252,0,988,329096,132,0,12,239,93193,80,80,1639134888562,145518608,232558,90,0
26,0.5,python,1639134889563,eb00cce4-3130-48c0-8cfd-3653abd4009b,0,1639133179,AWS Lambda,2021/12/10/[$LATEST]0af68f234c484326be1b5fcb0401e807,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.2.53 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2329528,971399,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11252,0,996,329305,132,0,12,239,93784,93,93,1639134889656,147576272,232558,90,0
27,0.5,python,1639134890657,eb00cce4-3130-48c0-8cfd-3653abd4009b,0,1639133179,AWS Lambda,2021/12/10/[$LATEST]0af68f234c484326be1b5fcb0401e807,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.2.53 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2330548,976893,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11253,0,1006,329514,132,0,12,239,94443,98,99,1639134890756,149573421,232662,90,0
28,0.5,python,1639134891757,eb00cce4-3130-48c0-8cfd-3653abd4009b,0,1639133179,AWS Lambda,2021/12/10/[$LATEST]0af68f234c484326be1b5fcb0401e807,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.2.53 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2330444,982401,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11254,0,1013,329724,132,0,12,240,95001,93,93,1639134891850,149573421,232662,90,0
29,0.5,python,1639134892851,eb00cce4-3130-48c0-8cfd-3653abd4009b,0,1639133179,AWS Lambda,2021/12/10/[$LATEST]0af68f234c484326be1b5fcb0401e807,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.2.53 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2329564,987906,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11255,0,1021,329932,132,0,12,240,95639,87,87,1639134892938,151681710,232662,90,0
30,0.5,python,1639134893939,eb00cce4-3130-48c0-8cfd-3653abd4009b,0,1639133179,AWS Lambda,2021/12/10/[$LATEST]0af68f234c484326be1b5fcb0401e807,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.2.53 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2330464,993380,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11285,0,1028,330130,132,0,13,240,96210,200,200,1639134894139,152560690,232662,90,0
31,0.5,python,1639134895140,eb00cce4-3130-48c0-8cfd-3653abd4009b,0,1639133179,AWS Lambda,2021/12/10/[$LATEST]0af68f234c484326be1b5fcb0401e807,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.2.53 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2330524,998869,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11388,0,1036,330256,132,0,13,240,96778,211,212,1639134895352,152560690,232662,90,0
32,0.5,python,1639134896353,eb00cce4-3130-48c0-8cfd-3653abd4009b,0,1639133179,AWS Lambda,2021/12/10/[$LATEST]0af68f234c484326be1b5fcb0401e807,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.2.53 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2330308,1004350,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11403,0,1043,330456,132,0,13,240,97446,89,89,1639134896442,153111435,232662,90,0
33,0.5,python,1639134897443,eb00cce4-3130-48c0-8cfd-3653abd4009b,0,1639133179,AWS Lambda,2021/12/10/[$LATEST]0af68f234c484326be1b5fcb0401e807,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.2.53 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2329348,1009847,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11404,0,1052,330665,132,0,13,240,98150,96,96,1639134897539,153119264,232662,90,0
34,0.5,python,1639134898540,eb00cce4-3130-48c0-8cfd-3653abd4009b,0,1639133179,AWS Lambda,2021/12/10/[$LATEST]0af68f234c484326be1b5fcb0401e807,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.2.53 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2327488,1016192,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11417,0,1061,330867,132,0,13,240,98891,131,132,1639134898672,154085666,232662,90,0
35,0.5,python,1639134899673,eb00cce4-3130-48c0-8cfd-3653abd4009b,0,1639133179,AWS Lambda,2021/12/10/[$LATEST]0af68f234c484326be1b5fcb0401e807,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.2.53 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2327068,1021681,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11419,0,1069,331076,132,0,13,241,99534,88,88,1639134899761,157390816,232662,90,0
36,0.5,python,1639134900762,eb00cce4-3130-48c0-8cfd-3653abd4009b,0,1639133179,AWS Lambda,2021/12/10/[$LATEST]0af68f234c484326be1b5fcb0401e807,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.2.53 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2326332,1027139,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11419,0,1076,331285,132,0,13,241,100170,89,89,1639134900851,158698855,232662,90,0
37,0.5,python,1639134901852,eb00cce4-3130-48c0-8cfd-3653abd4009b,0,1639133179,AWS Lambda,2021/12/10/[$LATEST]0af68f234c484326be1b5fcb0401e807,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.2.53 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2325852,1032630,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11420,0,1084,331492,132,0,13,241,100834,90,90,1639134901942,164588037,232662,90,0
38,0.5,python,1639134902943,eb00cce4-3130-48c0-8cfd-3653abd4009b,0,1639133179,AWS Lambda,2021/12/10/[$LATEST]0af68f234c484326be1b5fcb0401e807,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.2.53 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2327264,1038127,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11452,0,1092,331688,132,0,13,241,101444,209,209,1639134903152,165506173,232662,90,0
39,0.5,python,1639134904153,eb00cce4-3130-48c0-8cfd-3653abd4009b,0,1639133179,AWS Lambda,2021/12/10/[$LATEST]0af68f234c484326be1b5fcb0401e807,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.2.53 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2326948,1043665,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11561,0,1101,331813,132,0,13,244,102065,217,217,1639134904370,165506215,232662,90,0
40,0.5,python,1639134905372,eb00cce4-3130-48c0-8cfd-3653abd4009b,0,1639133179,AWS Lambda,2021/12/10/[$LATEST]0af68f234c484326be1b5fcb0401e807,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.2.53 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2326912,1049172,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11565,0,1109,332025,132,0,13,244,102693,99,99,1639134905471,166593291,232662,90,0
41,0.5,python,1639134906472,eb00cce4-3130-48c0-8cfd-3653abd4009b,0,1639133179,AWS Lambda,2021/12/10/[$LATEST]0af68f234c484326be1b5fcb0401e807,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.2.53 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2327588,1054812,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11577,0,1117,332244,132,0,13,244,103363,225,225,1639134906697,176929841,232766,90,0
42,0.5,python,1639134907699,eb00cce4-3130-48c0-8cfd-3653abd4009b,0,1639133179,AWS Lambda,2021/12/10/[$LATEST]0af68f234c484326be1b5fcb0401e807,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.2.53 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2327588,1060361,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11679,0,1126,332370,132,0,13,245,103942,216,216,1639134907915,176929841,232766,90,0
43,0.5,python,1639134908917,eb00cce4-3130-48c0-8cfd-3653abd4009b,0,1639133179,AWS Lambda,2021/12/10/[$LATEST]0af68f234c484326be1b5fcb0401e807,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.2.53 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2327092,1065830,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11703,0,1135,332561,132,0,13,246,104589,100,100,1639134909017,177288099,232766,90,0
44,0.5,python,1639134910018,eb00cce4-3130-48c0-8cfd-3653abd4009b,0,1639133179,AWS Lambda,2021/12/10/[$LATEST]0af68f234c484326be1b5fcb0401e807,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.2.53 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2326216,1071331,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11704,0,1143,332770,132,0,13,246,105321,94,95,1639134910113,183128079,232766,90,0
45,0.5,python,1639134911114,eb00cce4-3130-48c0-8cfd-3653abd4009b,0,1639133179,AWS Lambda,2021/12/10/[$LATEST]0af68f234c484326be1b5fcb0401e807,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.2.53 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2326340,1076828,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11705,0,1151,332979,132,0,13,246,105896,91,91,1639134911205,187238817,232766,90,0
46,0.5,python,1639134912206,eb00cce4-3130-48c0-8cfd-3653abd4009b,0,1639133179,AWS Lambda,2021/12/10/[$LATEST]0af68f234c484326be1b5fcb0401e807,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.2.53 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2327264,1082341,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11792,0,1160,333122,132,0,13,247,106476,225,225,1639134912431,188324771,232766,90,0
47,0.5,python,1639134913432,eb00cce4-3130-48c0-8cfd-3653abd4009b,0,1639133179,AWS Lambda,2021/12/10/[$LATEST]0af68f234c484326be1b5fcb0401e807,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.2.53 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2327100,1087838,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11843,0,1167,333285,132,0,13,247,107063,90,90,1639134913522,188390591,232766,90,0
48,0.5,python,1639134914523,eb00cce4-3130-48c0-8cfd-3653abd4009b,0,1639133179,AWS Lambda,2021/12/10/[$LATEST]0af68f234c484326be1b5fcb0401e807,root_lambda,1769,us-east-1,ox-roo,Linux 169.254.2.53 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2322836,1094486,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11858,0,1176,333483,132,0,14,247,107856,119,119,1639134914642,197867021,232766,90,0
0,0.5,python,1639134860041,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2435360,813067,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11030,0,945,619961,311,0,10,863,87578,171,171,1639134860212,98385610,235898,176,0
1,0.5,python,1639134861213,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2433220,819178,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11031,0,956,620173,311,0,10,870,88360,155,156,1639134861369,98388458,235898,176,0
2,0.5,python,1639134862371,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2423440,827313,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11046,0,968,620393,311,0,10,875,89018,255,255,1639134862626,99358823,235898,176,0
3,0.5,python,1639134863628,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2334812,854944,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11135,0,985,620510,311,0,10,876,89660,92,92,1639134863720,99358823,235898,176,0
4,0.5,python,1639134864721,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2334912,860472,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11135,0,994,620720,311,0,10,877,90284,105,105,1639134864826,101450970,235898,176,0
5,0.5,python,1639134865827,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2333192,866635,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11169,0,1004,620917,311,0,10,879,90949,238,238,1639134866065,108559768,235898,176,0
6,0.5,python,1639134867067,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2331964,872181,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11246,0,1014,621052,311,0,10,881,91590,102,103,1639134867170,108561173,235898,176,0
7,0.5,python,1639134868171,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2332324,877699,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11247,0,1023,621261,311,0,10,881,92257,99,99,1639134868270,108568059,235898,176,0
8,0.5,python,1639134869271,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2314124,887741,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11274,0,1035,621458,311,0,11,881,93186,181,181,1639134869452,110398228,235898,176,0
9,0.5,python,1639134870454,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2324884,894009,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11276,0,1044,621668,311,0,11,882,93796,103,104,1639134870558,111924778,235898,176,0
10,0.5,python,1639134871559,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2324440,899550,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11277,0,1053,621878,311,0,11,882,94477,105,105,1639134871664,116645772,235898,176,0
11,0.5,python,1639134872666,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2321340,905885,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11288,0,1062,622099,311,0,11,883,95135,225,225,1639134872891,122567197,235898,176,0
12,0.5,python,1639134873892,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2321536,911551,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11397,0,1070,622220,311,0,11,883,95773,214,214,1639134874106,122567197,235898,176,0
13,0.5,python,1639134875107,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2320420,917090,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11425,0,1079,622408,311,0,11,884,96349,103,103,1639134875210,122717463,235898,176,0
14,0.5,python,1639134876212,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2320536,922631,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11426,0,1087,622618,311,0,11,884,97044,98,98,1639134876310,128550789,236002,176,0
15,0.5,python,1639134877313,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2320660,928178,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11428,0,1094,622827,311,0,11,884,97775,101,101,1639134877414,132929067,236002,176,0
16,0.5,python,1639134878416,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2321204,933720,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11487,0,1103,622999,311,0,11,886,98371,232,233,1639134878649,134697462,236002,176,0
17,0.5,python,1639134879650,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2320420,939236,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11574,0,1112,623127,311,0,11,887,99052,96,96,1639134879746,134697726,236002,176,0
18,0.5,python,1639134880747,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2321544,944737,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11574,0,1120,623337,311,0,11,887,99624,99,99,1639134880846,134831338,236002,176,0
19,0.5,python,1639134881847,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2320924,950273,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11576,0,1128,623546,311,0,11,887,100347,99,99,1639134881946,140970481,236002,176,0
20,0.5,python,1639134882948,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2321292,955798,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11576,0,1136,623755,311,0,11,889,100985,98,98,1639134883046,145026034,236002,176,0
21,0.5,python,1639134884047,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2321244,961347,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11664,0,1145,623900,311,0,11,890,101580,245,245,1639134884292,146738628,236002,176,0
22,0.5,python,1639134885293,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2320516,966890,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11724,0,1153,624058,311,0,11,891,102160,106,106,1639134885399,146738694,236002,176,0
23,0.5,python,1639134886400,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2321160,972430,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11725,0,1161,624267,311,0,12,892,103111,106,107,1639134886507,150958100,236002,176,0
24,0.5,python,1639134887508,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2320140,977962,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11727,0,1169,624475,311,0,12,893,103759,103,103,1639134887611,155039322,236002,176,0
